id_budget,chapitre,article,paragraphe,ligne,libelle,code_eco,niveau_hierarchique,libelle_court
523,20.0,10.0,20.0,24.0,Frais d'hospitalisation des indigents,5890.0,ligne,Frais d'hospitalisation des indigents
524,20.0,10.0,20.0,25.0,Frais de transport de morts et d'inhumation,5890.0,ligne,Frais de transport de morts et d'inhumation
525,20.0,10.0,30.0,31.0,Frais de fonctionnement des foyers socioculturels de femme,1540.0,ligne,Frais de fonctionnement des foyers socioculturels 
526,20.0,10.0,30.0,32.0,Frais de fonctionnement des foyers socioculturels de de l'enfance,1540.0,ligne,Frais de fonctionnement des foyers socioculturels 
527,20.0,10.0,30.0,33.0,Frais de fonctionnement des garderies d'enfants,1540.0,ligne,Frais de fonctionnement des garderies d'enfants
528,20.0,10.0,30.0,34.0,Frais de circoncision,5890.0,ligne,Frais de circoncision
529,20.0,10.0,30.0,35.0,Frais de transport des enfants vers les colonies de vacances,5890.0,ligne,Frais de transport des enfants vers les colonies d
530,20.0,30.0,10.0,11.0,Achat de produits pharmaceutiques pour les B.M.H. et les centres,,ligne,Achat de produits pharmaceutiques pour les B.M.H. 
531,20.0,30.0,10.0,12.0,"Produits d'hygiène pour les B.M.H., centres hospitaliers et",3610.0,ligne,"Produits d'hygiène pour les B.M.H., centres hospit"
532,20.0,30.0,10.0,14.0,Achat de pecticides et insecticides,3600.0,ligne,Achat de pecticides et insecticides
533,20.0,30.0,10.0,15.0,Achat de petit matériel pour les B.M.H,3640.0,ligne,Achat de petit matériel pour les B.M.H
534,20.0,70.0,10.0,11.0,Frais de formation continue pour les élus,4540.0,ligne,Frais de formation continue pour les élus
535,20.0,70.0,10.0,12.0,Frais de formation continue pour le personnel de la commune,4540.0,ligne,Frais de formation continue pour le personnel de l
536,20.0,70.0,10.0,13.0,Indemnités d'encadrement et de renforcement des capacités,4540.0,ligne,Indemnités d'encadrement et de renforcement des ca
537,20.0,80.0,50.0,53.0,Entretien de monuments historiques,4111.0,ligne,Entretien de monuments historiques
538,20.0,80.0,60.0,61.0,Fournitures pour ateliers,3990.0,ligne,Fournitures pour ateliers
539,20.0,80.0,60.0,62.0,Entretien de material courant,4130.0,ligne,Entretien de material courant
540,20.0,80.0,60.0,63.0,Entretien courant de batîments,4110.0,ligne,Entretien courant de batîments
541,20.0,80.0,80.0,81.0,SUBVENTIONS AUX ASSOCIATIONS CULTURELLES,,ligne,SUBVENTIONS AUX ASSOCIATIONS CULTURELLES
542,20.0,90.0,10.0,11.0,Frais de cérémonies,4800.0,ligne,Frais de cérémonies
543,30.0,10.0,10.0,15.0,Achat des plaques de numérotation des immeubles,3920.0,ligne,Achat des plaques de numérotation des immeubles
544,30.0,10.0,20.0,24.0,Entretien d'égouts,4290.0,ligne,Entretien d'égouts
545,40.0,10.0,10.0,11.0,Participation aux frais de fonctionnement des centres de vulgarisation,5100.0,ligne,Participation aux frais de fonctionnement des cent
546,40.0,20.0,10.0,12.0,Subventions aux coopératives,7700.0,ligne,Subventions aux coopératives
547,50.0,10.0,20.0,21.0,Exécution des jugements et des convention de transaction,5840.0,ligne,Exécution des jugements et des convention de trans
548,50.0,10.0,20.0,22.0,Dommages et intérêts au profit des tiers,5890.0,ligne,Dommages et intérêts au profit des tiers
549,50.0,10.0,20.0,23.0,Frais de procédures et d'instances,,ligne,Frais de procédures et d'instances
550,50.0,10.0,30.0,31.0,Assurances regisseurs,,ligne,Assurances regisseurs
551,50.0,20.0,10.0,11.0,Personnel,1190.0,ligne,Personnel
552,50.0,20.0,20.0,21.0,Matériel et frais de fonctionnement,3590.0,ligne,Matériel et frais de fonctionnement
553,50.0,40.0,20.0,21.0,Versement au C.D.D de,5400.0,ligne,Versement au C.D.D de
554,50.0,40.0,20.0,22.0,Versement au C.D.D de,5400.0,ligne,Versement au C.D.D de
555,50.0,40.0,20.0,23.0,Versement au C.D.D de,5400.0,ligne,Versement au C.D.D de
556,50.0,40.0,30.0,31.0,Versement au C.A.S de.ildh,5400.0,ligne,Versement au C.A.S de.ildh
557,50.0,40.0,40.0,41.0,versements aux ct,5610.0,ligne,versements aux ct
558,50.0,40.0,50.0,51.0,Versement,5610.0,ligne,Versement
559,50.0,40.0,50.0,52.0,Versement,5610.0,ligne,Versement
560,50.0,40.0,50.0,53.0,Versement,5610.0,ligne,Versement
561,50.0,40.0,60.0,61.0,Versement au fond ramed,5123.0,ligne,Versement au fond ramed
562,50.0,40.0,60.0,62.0,versement à la société nationale du transport et de la logistique,5113.0,ligne,versement à la société nationale du transport et d
563,50.0,40.0,60.0,63.0,Versement aux entrprises priveesen contre partie des services rendus,5111.0,ligne,Versement aux entrprises priveesen contre partie d
564,50.0,40.0,60.0,64.0,versement aux établissements de formation,5530.0,ligne,versement aux établissements de formation
565,50.0,40.0,60.0,65.0,"versement au service d'acceuil, d'assistance et d'évaluation des",5510.0,ligne,"versement au service d'acceuil, d'assistance et d'"
566,50.0,40.0,60.0,66.0,versement aux universités,5510.0,ligne,versement aux universités
567,50.0,40.0,60.0,67.0,versement aux laboratoires publics et services relevant du ministère,5510.0,ligne,versement aux laboratoires publics et services rel
568,60.0,10.0,10.0,10.0,Versement de l'excédent à la 2ème partie,500.0,ligne,Versement de l'excédent à la 2ème partie
569,10.0,10.0,40.0,11.0,"Véhicules, motocycles, cycles et engins",8510.0,ligne,"Véhicules, motocycles, cycles et engins"
570,10.0,10.0,40.0,12.0,Matériel et mobilier de bureau,8710.0,ligne,Matériel et mobilier de bureau
571,10.0,10.0,40.0,13.0,Matériel technique,8410.0,ligne,Matériel technique
572,10.0,10.0,40.0,14.0,Matériel informatique,8450.0,ligne,Matériel informatique
573,10.0,10.0,40.0,15.0,Matériel électrique et électronique,8440.0,ligne,Matériel électrique et électronique
574,10.0,10.0,40.0,16.0,Matériel des fêtes et de pavoisement,8790.0,ligne,Matériel des fêtes et de pavoisement
575,10.0,10.0,40.0,17.0,Matériel de signalisation,8790.0,ligne,Matériel de signalisation
576,10.0,10.0,50.0,11.0,"Véhicules, motocycles, cycles et engins",4131.0,ligne,"Véhicules, motocycles, cycles et engins"
577,10.0,10.0,50.0,12.0,Matériel technique,4132.0,ligne,Matériel technique
578,10.0,10.0,50.0,13.0,Matériel informatique,4133.0,ligne,Matériel informatique
579,10.0,10.0,50.0,14.0,Matériel électrique et électronique,4190.0,ligne,Matériel électrique et électronique
580,10.0,30.0,10.0,16.0,Amortissement en capital de l'emprunt n contracté auprès,,ligne,Amortissement en capital de l'emprunt n contracté 
581,10.0,30.0,10.0,17.0,Amortissement en capital de l'emprunt n contracté auprès,,ligne,Amortissement en capital de l'emprunt n contracté 
582,20.0,10.0,10.0,21.0,Etudes et assistance techniques,8800.0,ligne,Etudes et assistance techniques
583,20.0,10.0,10.0,22.0,Bâtiments,8250.0,ligne,Bâtiments
584,20.0,10.0,10.0,23.0,Droits et taxes liés à l'acquisition,2400.0,ligne,Droits et taxes liés à l'acquisition
585,20.0,10.0,10.0,31.0,Terrains,8390.0,ligne,Terrains
586,20.0,10.0,10.0,32.0,Bâtiments,8260.0,ligne,Bâtiments
587,20.0,10.0,20.0,11.0,Matériel et mobilier de bureau,8710.0,ligne,Matériel et mobilier de bureau
588,20.0,10.0,20.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
589,20.0,10.0,20.0,13.0,Matériel électrique et électronique,8440.0,ligne,Matériel électrique et électronique
590,20.0,20.0,10.0,21.0,Etudes et assistance technique,4520.0,ligne,Etudes et assistance technique
591,20.0,20.0,10.0,22.0,Stades et complexes sportifs,8250.0,ligne,Stades et complexes sportifs
592,20.0,20.0,10.0,23.0,Piscines,8250.0,ligne,Piscines
593,20.0,20.0,10.0,24.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
594,20.0,20.0,10.0,31.0,Terrains de sport et de complexes sportifs,8260.0,ligne,Terrains de sport et de complexes sportifs
595,20.0,20.0,10.0,32.0,Piscines,8250.0,ligne,Piscines
596,20.0,20.0,20.0,11.0,Matériel et mobilier de bureau,8710.0,ligne,Matériel et mobilier de bureau
597,20.0,20.0,20.0,12.0,Matériel électrique et électronique,8440.0,ligne,Matériel électrique et électronique
598,20.0,20.0,20.0,13.0,Matériel de sport,8790.0,ligne,Matériel de sport
599,20.0,30.0,10.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
600,20.0,30.0,10.0,22.0,Construction de bâtiments,8250.0,ligne,Construction de bâtiments
601,20.0,30.0,10.0,23.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
602,20.0,30.0,10.0,31.0,Terrains,8390.0,ligne,Terrains
603,20.0,30.0,10.0,32.0,Bâtiments,8260.0,ligne,Bâtiments
604,20.0,30.0,20.0,11.0,"Véhicules, motocycles, cycles et engins",8510.0,ligne,"Véhicules, motocycles, cycles et engins"
605,20.0,30.0,20.0,12.0,Matériel et mobilier de bureau et des salles de soins,8710.0,ligne,Matériel et mobilier de bureau et des salles de so
606,20.0,30.0,20.0,13.0,Matériel technique,8410.0,ligne,Matériel technique
607,20.0,30.0,20.0,23.0,Matériel technique,8410.0,ligne,Matériel technique
608,20.0,40.0,10.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
609,20.0,40.0,10.0,22.0,Constructions d'établissements d'enseignement,8250.0,ligne,Constructions d'établissements d'enseignement
610,20.0,40.0,10.0,23.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
611,20.0,40.0,10.0,31.0,Terrains,8360.0,ligne,Terrains
612,20.0,40.0,10.0,32.0,Bâtiments,8360.0,ligne,Bâtiments
613,20.0,40.0,20.0,11.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
614,20.0,40.0,20.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
615,20.0,40.0,20.0,13.0,Matériel didactique,8490.0,ligne,Matériel didactique
616,20.0,50.0,10.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
617,20.0,50.0,10.0,22.0,Constructions d'établissements d'enseignement,8250.0,ligne,Constructions d'établissements d'enseignement
618,20.0,50.0,10.0,23.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
619,20.0,50.0,10.0,31.0,Terrains,8110.0,ligne,Terrains
620,20.0,50.0,10.0,32.0,Bâtiments,8130.0,ligne,Bâtiments
621,20.0,50.0,20.0,11.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
622,20.0,50.0,20.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
623,20.0,50.0,20.0,13.0,Matériel informatique,8450.0,ligne,Matériel informatique
624,20.0,50.0,20.0,14.0,Matériel didactique,8490.0,ligne,Matériel didactique
625,20.0,50.0,20.0,15.0,Matériel de sport,8490.0,ligne,Matériel de sport
626,20.0,50.0,20.0,23.0,Matériel informatique,8450.0,ligne,Matériel informatique
627,20.0,60.0,10.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
628,20.0,60.0,10.0,22.0,Travaux,2400.0,ligne,Travaux
629,20.0,60.0,10.0,31.0,Terrains,8110.0,ligne,Terrains
630,20.0,60.0,10.0,32.0,Bâtiments,8130.0,ligne,Bâtiments
631,20.0,60.0,20.0,11.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
632,20.0,60.0,20.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
633,20.0,60.0,20.0,13.0,Matériel informatique,8450.0,ligne,Matériel informatique
634,20.0,60.0,20.0,14.0,Matériel didactique,8490.0,ligne,Matériel didactique
635,20.0,70.0,10.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
636,20.0,70.0,10.0,22.0,Bâtiments,8130.0,ligne,Bâtiments
637,20.0,70.0,10.0,23.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
638,20.0,70.0,10.0,31.0,Terrains,8110.0,ligne,Terrains
639,20.0,70.0,10.0,32.0,Bâtiments,8130.0,ligne,Bâtiments
640,20.0,70.0,20.0,11.0,Matériel et mobilier de bureau et des salles de lecture,8710.0,ligne,Matériel et mobilier de bureau et des salles de le
641,20.0,70.0,20.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
642,20.0,70.0,20.0,13.0,Matériel informatique,8450.0,ligne,Matériel informatique
643,20.0,70.0,20.0,14.0,Matériel didactique,8490.0,ligne,Matériel didactique
644,20.0,70.0,20.0,21.0,Matériel et mobilier de bureau et des salles de lecture,8710.0,ligne,Matériel et mobilier de bureau et des salles de le
645,20.0,70.0,20.0,22.0,Matériel technique,8410.0,ligne,Matériel technique
646,20.0,70.0,20.0,23.0,Matériel informatique,8450.0,ligne,Matériel informatique
647,20.0,70.0,20.0,24.0,Matériel didactique,8490.0,ligne,Matériel didactique
648,20.0,80.0,10.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
649,20.0,80.0,10.0,22.0,Bâtiments,8250.0,ligne,Bâtiments
650,20.0,80.0,10.0,23.0,Murs d'enceinte et dépenses au profit des cimetières,8250.0,ligne,Murs d'enceinte et dépenses au profit des cimetièr
651,20.0,80.0,10.0,24.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
652,20.0,80.0,10.0,31.0,Terrains,8110.0,ligne,Terrains
653,20.0,80.0,10.0,32.0,Bâtiments,8130.0,ligne,Bâtiments
654,20.0,80.0,20.0,11.0,Matériel et mobilier,8710.0,ligne,Matériel et mobilier
655,20.0,80.0,20.0,12.0,Matériel électronique,8440.0,ligne,Matériel électronique
656,30.0,10.0,10.0,21.0,Aménagements,8360.0,ligne,Aménagements
657,30.0,10.0,10.0,22.0,Alignement des avennues,8390.0,ligne,Alignement des avennues
658,30.0,10.0,10.0,23.0,Plantation ornementale des voies publiques,8740.0,ligne,Plantation ornementale des voies publiques
659,30.0,10.0,20.0,11.0,Gros travaux d'entretien,8790.0,ligne,Gros travaux d'entretien
660,30.0,10.0,20.0,12.0,Gros travaux des sites récréatifs,8250.0,ligne,Gros travaux des sites récréatifs
661,30.0,20.0,10.0,21.0,Ponts,8390.0,ligne,Ponts
662,30.0,20.0,10.0,22.0,Viaducs,8390.0,ligne,Viaducs
663,30.0,20.0,10.0,31.0,Voies urbaines,8319.0,ligne,Voies urbaines
664,30.0,20.0,10.0,32.0,Voies intercommunales,8319.0,ligne,Voies intercommunales
665,30.0,20.0,10.0,33.0,Chemins vicinaux et pistes,8319.0,ligne,Chemins vicinaux et pistes
666,30.0,20.0,10.0,34.0,Ponts,8390.0,ligne,Ponts
667,30.0,20.0,10.0,35.0,Viaducs,8390.0,ligne,Viaducs
668,30.0,20.0,20.0,11.0,Adduction d'eau potable,8321.0,ligne,Adduction d'eau potable
669,30.0,20.0,20.0,12.0,Aménagement des points d'eau publiques,8321.0,ligne,Aménagement des points d'eau publiques
670,30.0,20.0,20.0,13.0,"Aménagement de khettaras, séguias et canaux",8324.0,ligne,"Aménagement de khettaras, séguias et canaux"
671,30.0,20.0,20.0,14.0,Stations de relevage et de pompage,8321.0,ligne,Stations de relevage et de pompage
672,30.0,20.0,20.0,15.0,Forage de puits,8321.0,ligne,Forage de puits
673,30.0,20.0,20.0,31.0,Points d'eau publics,8329.0,ligne,Points d'eau publics
674,30.0,20.0,20.0,32.0,"Khettaras, séguias et canaux d'irriguation",8329.0,ligne,"Khettaras, séguias et canaux d'irriguation"
675,30.0,20.0,20.0,33.0,Stations de relevage et de pompage,8329.0,ligne,Stations de relevage et de pompage
676,30.0,20.0,20.0,34.0,Puits,8329.0,ligne,Puits
677,30.0,20.0,20.0,35.0,Barrages collinaires,8332.0,ligne,Barrages collinaires
678,30.0,20.0,30.0,11.0,Installation de poteaux et cablages,8322.0,ligne,Installation de poteaux et cablages
679,30.0,20.0,30.0,12.0,Construction de postes de transformation et de distribution,8322.0,ligne,Construction de postes de transformation et de dis
680,30.0,20.0,30.0,13.0,Achat de plaques d'énergie solaire,8490.0,ligne,Achat de plaques d'énergie solaire
681,30.0,20.0,30.0,21.0,Poteaux et cablages,8329.0,ligne,Poteaux et cablages
682,30.0,20.0,30.0,22.0,Postes de transformation et de distribution,8329.0,ligne,Postes de transformation et de distribution
683,30.0,20.0,40.0,11.0,Canalisation,8325.0,ligne,Canalisation
684,30.0,20.0,40.0,12.0,Station de refoulement,8325.0,ligne,Station de refoulement
685,30.0,20.0,40.0,13.0,Station d'épuration,8325.0,ligne,Station d'épuration
686,30.0,20.0,40.0,21.0,Réseau de canalisation,8329.0,ligne,Réseau de canalisation
687,30.0,20.0,40.0,22.0,Stations de refoulement,8329.0,ligne,Stations de refoulement
688,30.0,20.0,40.0,23.0,Stations d'épuration,8329.0,ligne,Stations d'épuration
689,40.0,10.0,10.0,21.0,Etudes et assistances techniques,8800.0,ligne,Etudes et assistances techniques
690,40.0,10.0,10.0,22.0,Centres de vulgarisation,8230.0,ligne,Centres de vulgarisation
691,40.0,10.0,10.0,23.0,Clôture des réserves de chasses,8230.0,ligne,Clôture des réserves de chasses
692,40.0,10.0,10.0,24.0,Serres,8230.0,ligne,Serres
693,40.0,10.0,10.0,25.0,Droits et taxes liés à la construction,2400.0,ligne,Droits et taxes liés à la construction
694,40.0,10.0,10.0,31.0,Terrains,8360.0,ligne,Terrains
695,40.0,10.0,10.0,32.0,Bâtiments,8260.0,ligne,Bâtiments
696,40.0,10.0,10.0,33.0,Matériel,8490.0,ligne,Matériel
697,40.0,20.0,10.0,21.0,Etudes et assistances techniques,8800.0,ligne,Etudes et assistances techniques
698,40.0,20.0,10.0,22.0,U.T.O.M,8230.0,ligne,U.T.O.M
699,40.0,20.0,10.0,23.0,Usine de déssalement,8230.0,ligne,Usine de déssalement
700,40.0,20.0,10.0,24.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
701,40.0,20.0,10.0,31.0,Participation au capital de la société,9150.0,ligne,Participation au capital de la société
702,40.0,20.0,10.0,32.0,Participation au capital de la société,9150.0,ligne,Participation au capital de la société
703,40.0,30.0,10.0,21.0,Etudes et assistances techniques,8800.0,ligne,Etudes et assistances techniques
704,40.0,30.0,10.0,22.0,Abattoirs,8230.0,ligne,Abattoirs
705,40.0,30.0,10.0,23.0,Marchés de gros et halls aux poissons,8230.0,ligne,Marchés de gros et halls aux poissons
706,40.0,30.0,10.0,24.0,Aires à grains,8250.0,ligne,Aires à grains
707,40.0,30.0,10.0,25.0,Souks hebdomadaires et parcs à bestiaux,8250.0,ligne,Souks hebdomadaires et parcs à bestiaux
708,40.0,30.0,10.0,26.0,Marchés couverts,8250.0,ligne,Marchés couverts
709,40.0,30.0,10.0,27.0,Centres commerciaux,8250.0,ligne,Centres commerciaux
710,40.0,30.0,10.0,31.0,Terrains,8110.0,ligne,Terrains
711,40.0,30.0,10.0,32.0,Abattoirs,8262.0,ligne,Abattoirs
712,40.0,30.0,10.0,33.0,Marchés de gros et halls aux poissons,8262.0,ligne,Marchés de gros et halls aux poissons
713,40.0,30.0,10.0,34.0,Aires à grains,8262.0,ligne,Aires à grains
714,40.0,30.0,10.0,35.0,Souks hebdomadaires,8262.0,ligne,Souks hebdomadaires
715,40.0,30.0,10.0,36.0,Marchés couverts,8262.0,ligne,Marchés couverts
716,40.0,30.0,10.0,37.0,Centres commerciaux,8262.0,ligne,Centres commerciaux
717,50.0,30.0,30.0,31.0,Versements au PAGER,7610.0,ligne,Versements au PAGER
718,60.0,10.0,10.0,11.0,Résorption des déficits de la première partie,,ligne,Résorption des déficits de la première partie
719,60.0,10.0,10.0,12.0,Couverture des crédits de fonctionnement reportés,,ligne,Couverture des crédits de fonctionnement reportés
720,60.0,10.0,10.0,21.0,Budget annexe de,7300.0,ligne,Budget annexe de
721,60.0,10.0,10.0,22.0,Budget annexe de,7300.0,ligne,Budget annexe de
722,60.0,10.0,10.0,31.0,Compte spécial,7400.0,ligne,Compte spécial
723,60.0,10.0,10.0,32.0,Compte spécial,7400.0,ligne,Compte spécial
724,10.0,,,,DOMAINE D'ADMINISTRATION GENERALE,,chapitre,DOMAINE D'ADMINISTRATION GENERALE
725,10.0,10.0,10.0,,.Etat civil et légalisation,,article,.Etat civil et légalisation
726,10.0,10.0,10.0,10.0,Recettes Fiscales,,ligne,Recettes Fiscales
727,10.0,10.0,10.0,11.0,Taxe de légalisation des signatures et de certification des documents,,ligne,Taxe de légalisation des signatures et de certific
728,10.0,10.0,10.0,12.0,.Droit d'état civil,,ligne,.Droit d'état civil
729,10.0,20.0,20.0,,Autorisations administratives,,article,Autorisations administratives
730,10.0,20.0,20.0,30.0,Recettes des services rémunérés,,ligne,Recettes des services rémunérés
731,10.0,20.0,20.0,31.0,.Numérotation d'immeubles,,ligne,.Numérotation d'immeubles
732,10.0,20.0,20.0,32.0,.Enregistrement de la vente du bétail,,ligne,.Enregistrement de la vente du bétail
733,10.0,20.0,20.0,33.0,.Frais d'enquête de commodo et d'incommodo,,ligne,.Frais d'enquête de commodo et d'incommodo
734,10.0,30.0,30.0,,.Produits des ventes,,article,.Produits des ventes
735,10.0,30.0,30.0,20.0,Recettes Patrimoniales,,ligne,Recettes Patrimoniales
736,10.0,30.0,30.0,21.0,Produit des ventes d'objet mobiliers ou matériaux hors service,,ligne,Produit des ventes d'objet mobiliers ou matériaux 
737,10.0,30.0,30.0,22.0,".Produit des ventes de fruits, plantes, fleurs et bois",,ligne,".Produit des ventes de fruits, plantes, fleurs et "
738,10.0,30.0,30.0,23.0,"Produit des ventes de plans, d'imprimés et de dossiers de concours",,ligne,"Produit des ventes de plans, d'imprimés et de doss"
739,10.0,30.0,30.0,24.0,Produit des ventes des animaux et d'objets mis en fourrière non retirès dans les délais impartis,,ligne,Produit des ventes des animaux et d'objets mis en 
740,10.0,40.0,40.0,,.Autres produits,,article,.Autres produits
741,10.0,40.0,40.0,10.0,Recettes Fiscales,,ligne,Recettes Fiscales
742,10.0,40.0,40.0,11.0,Produit des amendes fiscales et de transactions en matière de taxes,,ligne,Produit des amendes fiscales et de transactions en
743,10.0,40.0,40.0,12.0,Pourcentage sur les ventes publiques effectuées par la collectivité,,ligne,Pourcentage sur les ventes publiques effectuées pa
744,10.0,40.0,40.0,30.0,Recettes des services rémunérés,,ligne,Recettes des services rémunérés
745,10.0,40.0,40.0,31.0,Ristourne sur les recettes réalisées pour le compte des tiers,,ligne,Ristourne sur les recettes réalisées pour le compt
746,10.0,40.0,40.0,32.0,.Droits de fourrière,,ligne,.Droits de fourrière
747,10.0,40.0,40.0,33.0,Remboursement des frais de transport par la grue,,ligne,Remboursement des frais de transport par la grue
748,10.0,40.0,40.0,34.0,Produits des sabots,,ligne,Produits des sabots
749,10.0,50.0,50.0,,Part dans le produit des impôts de l'Etat,,article,Part dans le produit des impôts de l'Etat
750,10.0,50.0,50.0,10.0,Part dans le produit de la TVA,,ligne,Part dans le produit de la TVA
751,20.0,,,,DOMAINE DES AFFAIRES SOCIALES,,chapitre,DOMAINE DES AFFAIRES SOCIALES
752,20.0,10.0,10.0,,Hygiène et santé publiques,,article,Hygiène et santé publiques
753,20.0,10.0,10.0,20.0,Recettes Patrimoniales,,ligne,Recettes Patrimoniales
754,20.0,10.0,10.0,21.0,Concession des blocs sanitaires du marché de gros des fruits et légumes,,ligne,Concession des blocs sanitaires du marché de gros 
755,20.0,10.0,10.0,22.0,.Concession du service de l'ambulance communale,,ligne,.Concession du service de l'ambulance communale
756,20.0,10.0,10.0,30.0,Recettes des services rémunérés,,ligne,Recettes des services rémunérés
757,20.0,10.0,10.0,31.0,Remboursement des frais de transport effectués par l'ambulance communale,,ligne,Remboursement des frais de transport effectués par
758,20.0,10.0,10.0,32.0,Produit du service de vidange de fosses et curage d'égouts,,ligne,Produit du service de vidange de fosses et curage 
759,20.0,10.0,10.0,33.0,Raccordement au réseau d'égouts,,ligne,Raccordement au réseau d'égouts
760,20.0,10.0,10.0,34.0,Raccordement au réseau d'eau,,ligne,Raccordement au réseau d'eau
761,20.0,10.0,10.0,35.0,Remboursement des frais de désinfection,,ligne,Remboursement des frais de désinfection
762,20.0,10.0,10.0,36.0,Reversement à la commune pour travaux de salubrité et de sécurité par ses soins pour le compte des propriétaires défaillants,,ligne,Reversement à la commune pour travaux de salubrité
763,20.0,10.0,10.0,37.0,Produit de la morgue,,ligne,Produit de la morgue
764,20.0,20.0,20.0,,"Enseignement, Art et culture",,article,"Enseignement, Art et culture"
765,20.0,20.0,20.0,10.0,Recettes Fiscales,,ligne,Recettes Fiscales
766,20.0,20.0,20.0,30.0,Recettes des services rémunérés,,ligne,Recettes des services rémunérés
767,20.0,20.0,20.0,31.0,Produit de l'école communale des beaux arts,,ligne,Produit de l'école communale des beaux arts
768,20.0,20.0,20.0,32.0,Produit de la bibliothèque communale,,ligne,Produit de la bibliothèque communale
769,20.0,20.0,20.0,33.0,Produit du conservatoire de musique,,ligne,Produit du conservatoire de musique
770,20.0,20.0,20.0,34.0,Produit de la galerie d'expositon,,ligne,Produit de la galerie d'expositon
771,20.0,30.0,30.0,,"Tourisme, loisir et détente",,article,"Tourisme, loisir et détente"
772,20.0,30.0,30.0,10.0,Recettes Fiscales,,ligne,Recettes Fiscales
773,4210.0,20.0,20.0,30.0,Taxe de séjour,,ligne,Taxe de séjour
774,20.0,30.0,30.0,12.0,Taxe sur les spectacles,,ligne,Taxe sur les spectacles
775,4220.0,20.0,20.0,30.0,Taxe sur les billets d'accès aux manifestations sportives aux piscines privées ouvertes au public,,ligne,Taxe sur les billets d'accès aux manifestations sp
776,20.0,30.0,30.0,20.0,Recettes Patrimoniales,,ligne,Recettes Patrimoniales
777,5221.0,20.0,20.0,30.0,Produit de l'exploitation des terrains de sport,,ligne,Produit de l'exploitation des terrains de sport
778,5222.0,20.0,20.0,30.0,Produit de l'exploitation des piscines,,ligne,Produit de l'exploitation des piscines
779,5223.0,20.0,20.0,30.0,Droits d'entrée aux musées communaux,,ligne,Droits d'entrée aux musées communaux
780,20.0,30.0,30.0,24.0,Droits d'entrée aux théâtres communaux,,ligne,Droits d'entrée aux théâtres communaux
781,20.0,30.0,30.0,25.0,Produit des campings et campings caravanings,,ligne,Produit des campings et campings caravanings
782,20.0,30.0,30.0,26.0,Produit de l'exploitation des plages,,ligne,Produit de l'exploitation des plages
783,20.0,30.0,30.0,27.0,Droits d'entrée aux jardins et pépinières,,ligne,Droits d'entrée aux jardins et pépinières
784,30.0,,,,DOMAINE DES AFFAIRES TECHNIQUES,,chapitre,DOMAINE DES AFFAIRES TECHNIQUES
785,30.0,10.0,10.0,,Habitat et urbanisme,,article,Habitat et urbanisme
786,30.0,10.0,10.0,10.0,Recettes Fiscales,,ligne,Recettes Fiscales
787,4110.0,30.0,30.0,10.0,Taxe urbaine,,ligne,Taxe urbaine
788,4120.0,30.0,30.0,10.0,Taxe d'édilité afférente aux immeubles assujettis à la taxe urbaine,,ligne,Taxe d'édilité afférente aux immeubles assujettis 
789,30.0,10.0,10.0,14.0,Taxe sur les terrains urbains non bâtis,,ligne,Taxe sur les terrains urbains non bâtis
790,30.0,10.0,10.0,15.0,Taxe sur les opérations de construction,,ligne,Taxe sur les opérations de construction
791,4150.0,30.0,30.0,10.0,Taxe sur les opérations de lotissement,,ligne,Taxe sur les opérations de lotissement
792,30.0,10.0,10.0,17.0,Taxe sur les opérations de morcellement,,ligne,Taxe sur les opérations de morcellement
793,30.0,10.0,10.0,18.0,Taxe d'habitation,,ligne,Taxe d'habitation
794,30.0,10.0,10.0,19.0,Taxe sur les services communaux,,ligne,Taxe sur les services communaux
795,30.0,10.0,10.0,20.0,Recettes Patrimoniales,,ligne,Recettes Patrimoniales
